"Mean_Q1","t_Q1","Mean_Q2","t_Q2","Mean_Q3","t_Q3","Mean_Q4","t_Q4","Mean_Q5","t_Q5","Mean_5_1","t_5_1"
-0.0349805435457016,-28.0285965569073,0.0120027528362512,8.30336452255393,-0.0201912792971266,-13.3364014739206,-0.0271917861117589,-20.7060211613103,0.0624978664299371,45.9385407388465,-0.0972208912637881,-69.5698507835847
