"Coin","Mean","Median","SD","Skewness","Kurtosis"
"XEM",-0.00147841041420328,0.00068036604378623,0.0575738330668996,-0.132435116738316,11.0815541704383
"XLM",-0.000144638295412512,-0.000303482176981619,0.054256331824757,1.15685960906621,19.1817014350415
"XMR",-0.000241994359772522,0.00213175126045232,0.0485534744927109,-1.35779530762558,19.1695276751005
"XP",-0.00539618658200846,-0.0026282514513884,0.079249437837848,1.07855832070831,16.1420751002091
"XRP",-0.0000544972056531824,-0.000554543073922694,0.0550494991290623,0.364572807593846,19.8138553796505
"XVG",-0.000968144704849328,-0.000547454388538472,0.0717860777946365,1.02188777103258,14.8127102977174
"ZAP",-0.00353030850156185,-0.0081006476998503,0.126268743753507,0.772592372214263,10.414441689428
"ZAPO",-0.0323686692475212,-0.0360057287018169,0.130310127725316,2.06265065959858,11.2731049782348
"ZCL",-0.00307723390781878,-0.00294719493177033,0.123263289634966,0.143515303087508,22.4069459587226
"ZEC",-0.000911808860367741,-0.000858872044596518,0.0552107935872606,-0.546067063614329,10.1229841929906
"ZEON",-0.00121771396211329,0,0.241632352098668,-0.539357000724797,24.2365453174033
"ZRX",-0.000256044940253099,-0.000480205383620577,0.06421034456937,0.22943037736051,9.75271280835993
