"Currency","Frequency","Mean","SD","t_Stat","Sharpe","Skewness","Kurtosis","Positive","N"
"DRGN","Monthly",-4.39344048990454,45.7865749444773,-0.879440038076045,-0.0959547748490076,0.422190294004661,4.02161274661151,44.047619047619,84
"DRGN","Weekly",-0.720588757314671,25.7084759537943,-0.211616037583135,-0.0280292289052755,0.474506423348672,3.23330784153344,42.1052631578947,57
"EDG","Daily",-0.297267036042575,14.0448723477655,-1.02734568150258,-0.0211655206741605,0.16147938716257,22.0419152205386,47.0288624787776,2356
"EDG","Monthly",-8.97898893482447,43.9734554358916,-1.80336710653509,-0.204191115886147,1.0612511312989,6.30310671158831,38.4615384615385,78
"EDG","Weekly",-6.20603552547904,17.3170279907096,-1.96291514445027,-0.358377634361308,-0.231460384700816,1.99057831601549,46.6666666666667,30
"ELF","Daily",-0.0338549669856624,6.59826357709795,-0.259401903898418,-0.00513089036078678,0.927288133328349,22.9586899250245,51.3302034428795,2556
"ELF","Monthly",-1.03015828113517,34.172954691349,-0.276287394152814,-0.0301454261254136,0.393675784014448,4.63618500727849,47.6190476190476,84
"ELF","Weekly",-0.236429769440859,15.9333846755051,-0.283879910797034,-0.014838640643901,-0.0415058606821907,6.02569444832362,51.0928961748634,366
"ELIZA","Daily",5.71955819347506,24.8444915822689,1.28177918937533,0.230214338439392,0.131869139450892,2.51697312775958,51.6129032258064,31
"ELIZA","Monthly",177.306303997727,NA,NA,NA,NA,NA,100,1
"EMC2","Daily",-0.378394833705612,8.48020300388292,-2.07906880047371,-0.0446209640892267,-2.5283697162871,42.9949551990489,47.535697835099,2171
"EMC2","Monthly",-11.4096553329845,48.8147078508533,-1.98329848002486,-0.233733967390426,-1.86607920022252,11.919880883796,40.2777777777778,72
"EMC2","Weekly",4.79349440491237,21.1422958333906,1.72668881656577,0.226725349162027,-0.163218704835933,3.16083971195894,62.0689655172414,58
"ENG","Daily",-0.318006064662577,15.0781284289177,-1.06125516032092,-0.0210905528601738,-1.92438578117672,33.9796631772972,48.4597156398104,2532
"ENG","Monthly",-9.58561137768627,55.9211702814015,-1.5710254095053,-0.171412925184692,-1.98067718174837,13.119519876323,40.4761904761905,84
"ENG","Weekly",-0.364310159065389,21.1926035170254,-0.216080468266744,-0.0171904390497711,-0.407418076223416,4.63162911229366,53.7974683544304,158
"ENJ","Daily",0.00629278709238432,7.02798651135768,0.0452681288833874,0.000895389750992659,1.03963063893353,20.8474002680935,49.9217527386541,2556
"ENJ","Monthly",0.191480521525418,39.4641812793179,0.0444693874574162,0.00485200795552214,1.07189124100798,4.86902395485972,47.6190476190476,84
