"Mean_Q1","t_Q1","Mean_Q2","t_Q2","Mean_Q3","t_Q3","Mean_Q4","t_Q4","Mean_Q5","t_Q5","Mean_5_1","t_5_1"
-0.00395475625015968,-3.59394001850016,-0.00410103034820828,-3.62212914983603,-0.00195085553456283,-1.77903203157608,-0.00133957430354518,-1.24866368146977,0.00175326178704932,1.99577255841803,-0.0051959187889461,-6.76752596140632
