"LessThanMinus5","LessThanMinus10","LessThanMinus20","LessThanMinus30","MoreThan5","MoreThan10","MoreThan20","MoreThan30"
17.9229571165199,7.94722365434085,3.19055035644008,2.22042869983723,16.0021486278204,7.31991070777852,3.28799440708939,2.30707562576086
