"Series","Mean","SD","t_Stat","Sharpe","Skewness","Kurtosis"
"Meme Coins",-0.158275251050667,2.51229083954063,-1.00997275383275,-0.0630003694475149,-3.33534764123041,41.9014534039805
"Conventional Coins",0.00568772085478594,1.0960229730823,0.0831926920834383,0.00518941755280054,-0.590428285015008,6.47992731665984
"Coin Market",0.00652965952496144,1.09637576018728,0.0954767600485011,0.00595567665947491,-0.585792104546107,6.47153957760461
