"Quintile","Mean","tMean","N","Measure","Mean_with_stars"
"5-1",0.114637180788889,45.6460681289142,NA,"MCAP","0.114637***"
"3-1",0.0470706778901473,18.028998054727,NA,"MCAP","0.047071***"
"5-1",0.142731732055622,58.3282464536353,NA,"PRC","0.142732***"
"3-1",0.134047300528495,50.0469544611619,NA,"PRC","0.134047***"
"5-1",0.142731732055622,58.3282464536353,NA,"MAXDPRC","0.142732***"
"3-1",0.134047300528495,50.0469544611619,NA,"MAXDPRC","0.134047***"
