"Lookback_Period","Mean_Q1","t_Q1","Mean_Q2","t_Q2","Mean_Q3","t_Q3","Mean_Q4","t_Q4","Mean_Q5","t_Q5","Mean_5_1","t_5_1"
7,0.163360083749931,111.048182803132,-0.000487399791919087,-0.46697669297347,-0.00187528014756842,-1.79968579046557,-0.00231432723468732,-2.26253402309677,-0.173054398008565,-126.542204061729,-0.335645881450853,-152.950747315596
14,-0.171780352002414,-108.127548512051,-0.00439711960242495,-3.27738343823065,0.000801512219437866,0.632965530020836,0.00089791697578166,0.659257986228098,0.169486230500583,117.120706609685,0.338987585751057,153.493737146765
21,0.168635989130517,92.4400470181928,0.00319543061723681,1.95065310555053,-0.00611108869052364,-3.66140608036646,-0.00597894182321608,-3.57787668418271,-0.174154477000724,-127.297848476472,-0.338938952189011,-154.186064540184
28,-0.176425930486483,-90.2223894700355,-0.00826873800883382,-4.39344439095578,0.00508092623134886,2.81503943744666,0.00434594226321855,2.36874114352676,0.170960314654817,118.794448656925,0.341914111712016,153.474080065947
