"week","weekly_return_BTC","weekly_return_ETH","weekly_return_XRP","weekly_return_DOGE","weekly_return_SHIB","weekly_market_return","market_cap_BTC","market_cap_ETH","market_cap_XRP","market_cap_DOGE","market_cap_SHIB","total_meme_cap","total_conventional_cap","weight_DOGE","weight_SHIB","weight_BTC","weight_ETH","weight_XRP","weekly_return_meme","weekly_return_conventional","UniqueAddresses","Transactions","Payments","TransactionVolumeUSD","PC_network","log_UniqueAddresses","log_Transactions","log_Payments","log_TransactionVolumeUSD"
2021-08-29,0.00301262410552723,0.02584561218182,0.0131300819928055,0.00672094023145054,0,0.00423451104057592,1871491414923407,80893902302267,5380210551.27184,677572879.834817,2648.07389832156,677575527.908715,1952390697436226,0.999996091839523,0.00000390816047695028,0.958563988950034,0.0414332553461213,0.00000275570384469504,0.00672091396493756,0.00395869701152481,670600,27376.75,28834.5,-835431.088225094,0.681772303177386,13.4159296042151,10.2174859186944,10.2693625459373,13.6357043409193
2021-09-05,-0.0142550814533647,-0.0247108174294314,-0.0215545901890636,-0.0307360740110756,0.00000000000000000906304509898087,-0.0146536890260004,1559442820412072,60915871753218.5,4305039181.80729,288834196.416041,1604.70499801049,288835801.121039,1620362997204472,0.999994444230972,0.0000055557690278776,0.962403376960902,0.0375939662028283,0.00000265683627016573,-0.0307359032485475,-0.0146481734318742,642013,-63704.25,-11930,4279267.23182828,-0.286545814184569,13.3723653892879,11.0620222557465,9.3868953338758,15.2692925790684
2021-09-12,0.00940773908247797,0.00689621385345093,-0.000561735029271671,-0.00002722107381049,0.0190759109119351,0.00931298990192175,1379584667904128,54895888720885.9,2483517797.43623,241181183.944599,3964.1057339916,241185148.050333,1434483040142811,0.99998356405539,0.0000164359446095094,0.961729507632786,0.0382687610690891,0.00000173129812478576,-0.0000269070957913041,0.00931160886343751,561878,-818.75,-339,-1515600.69284908,-0.328474537516121,13.2390418032038,6.70899941572476,5.82894561761021,14.2313230750757
2021-09-19,-0.017485148277732,-0.0228086660149731,-0.0190558013135459,-0.0208267207932872,-0.0190759109119351,-0.0176811797293686,1350045866753835,55389111037410.2,2887104488.30407,222646472.151835,1590.9414228217,222648063.093257,1405437864895734,0.999992854456487,0.0000071455435125673,0.960587373141531,0.0394105726200279,0.00000205423844085648,-0.020826708282799,-0.0176949543866054,532359.75,44654.75,23074.5,-214695.51755813,0.0937202455865849,13.1850766400206,10.7067383574086,10.0465267276087,12.2769807636987
2021-09-26,0.0157978223157231,0.0211202494136629,0.0140563687398242,0.00700980298840357,0.0190759109119351,0.0160551423051043,1460656033891185,65129592853324.1,4035186667.61854,255522006.669772,2561.85773753193,255524568.52751,1525789661931176,0.999989974123614,0.0000100258763855661,0.957311528800403,0.0426858265449841,0.00000264465461281946,0.00700992396171006,0.0160250099100808,678448,23635,40065.5,-1535631.91280701,0.633988955544129,13.427564589625,10.0705262524656,10.5982958526727,14.2444531750694
2021-10-03,0.0202261478580281,0.00754800828959157,0.0157729205925861,0.0168674960051858,0.173770761219302,0.019860823107861,1785984143376044,45436765432020.5,5619336022.37471,366192592.730219,172828.683930366,366365421.414149,1831426528144086,0.99952826147385,0.00047173852615036,0.975187437732437,0.0248094939839409,0.00000306828362264097,0.0169415133202661,0.0199115959669131,685757,-39727,-19162.5,761809.692732034,-0.147573589051949,13.4382800747909,10.5898115077479,9.86076270707613,13.5434533690689
2021-10-10,0.0146213579630269,0.00982841419400174,-0.00309129581778221,-0.00549426658034102,-0.00539147727694459,0.0145679475048202,2085615868789540,63500440419143.1,4286741027.69904,365868873.07555,48651.8946916981,365917524.970242,2149120595949711,0.999867041364866,0.000132958635134118,0.970450831247044,0.029547174104058,0.00000199464889768305,-0.00549425291361553,0.0144797046884872,674026,-12047.75,57579.5,1231094.33800954,0.0100203146828389,13.4210254484393,9.39671619909818,10.9609392476991,14.023414849779
2021-10-17,0.00117158871921552,0.0121929052698592,-0.00520318898330705,0.00843964913159312,0.0383234307717434,0.00159405387248445,1650416740236742,61663602777824.2,2447485561.90376,378275377.208328,159909.214476428,378435286.422804,1712082790500128,0.999577446342311,0.000422553657688703,0.963981852626781,0.0360167178362977,0.00000142953692162796,0.00845227663283074,0.00156853125462448,594523.25,68570.25,-40631,-2982342.82756031,-0.136736599342677,13.2955167848614,11.1356286296587,10.6123112124811,14.9082200686529
2021-10-24,0.00114769553386579,0.00517823049940762,-0.00138343418248534,0.00912920541361133,0.0925752472091682,0.00131220146849004,1990217261476872,63221502735532.9,3535053549.91034,976060475.085803,526056.918467099,976586532.00427,2053442299265955,0.999461330971473,0.000538669028526802,0.969210219438996,0.0307880590353733,0.00000172152563097294,0.00917415521187975,0.00127178352492434,741038,938.75,51401,35534.8325279821,0.594288563659604,13.5158085344722,6.84561388244429,10.8474323611921,10.4782968333806
2021-10-31,-0.000836547426383426,0.00632845930405452,0.00875468169662013,-0.00347404329829748,-0.0138356854971112,-0.000561825973135602,1790137997022144,65242239843352.8,3031181537.96844,354485888.191927,380283.206062899,354866171.39799,1855383268047034,0.99892837571819,0.00107162428180962,0.964834612800207,0.0351637534772136,0.00000163372257914077,-0.00348514708567715,-0.00058458322664415,740169.75,-67417.25,-24698,2311680.36648589,-0.261621689067816,13.5146361818065,11.1186710317618,10.1145180359665,14.6534856820128
2021-11-07,0.00667267942585374,0.00404564597816659,0.00481242737836839,-0.000104777312465717,-0.0180419666895225,0.00658690111493603,1964659125418494,67248192965142.5,3443678759.81304,241773917.521059,87285.7567962984,241861203.277855,2031910762062397,0.99963910806854,0.000360891931460469,0.966902268593901,0.0330960366078702,0.00000169479822840137,-0.000111250699384975,0.00658573187794711,628022,7035.25,-13617,1019289.82249271,-0.376020604967216,13.3503320689835,8.85883063677824,9.51914772604291,13.8346176713808
2021-11-14,-0.0109868040395655,-0.00761745253790806,-0.0117732435329472,-0.0165828940446048,-0.0114346658618261,-0.010845762766618,1828182720828242,68125768654987.9,2827352457.9683,187655547.019007,115503.980645474,187771050.999653,1896311316835688,0.999384868007978,0.000615131992021966,0.964073095275764,0.035925413749398,0.00000149097483776357,-0.0165797272047474,-0.0108657598653628,616814.5,43247.75,10763,-2546465.77933467,0.0869976967423854,13.3323252306172,10.6747236102083,9.2839625118468,14.7502173796041
2021-11-21,-0.0121885336044011,-0.0105179331033623,-0.021065323446048,-0.0180628883875774,-0.0296627763913393,-0.0120945345185445,1675195803159919,67663346227121.1,2283033962.79632,188464531.09014,80674.6459914417,188545205.736132,1742861432421003,0.999572120406475,0.000427879593524884,0.961175554176393,0.0388231358893117,0.00000130993429559398,-0.0180678517429414,-0.012123687282144,734366,6436.75,-24435,128625.54697503,0.410126921479625,13.5067641826383,8.76993437916939,10.1038127337697,11.7646685000808
2021-11-28,-0.0154367699741957,0.000788495340638283,-0.0159615716837271,-0.0197338529063772,-0.00752052219009221,-0.0145901349936428,3020218493279270,158517600284963,5904474399.1716,784898862.762912,143319.289682633,785042182.052594,3178741998038632,0.999817437466471,0.000182562533528971,0.95013011283798,0.049868029674246,0.00000185748777435061,-0.0197316232097788,-0.0146276489368158,735403.75,-39278.75,44580,998910.942932886,-0.0754904670349104,13.5081763068983,10.578464397886,10.7050630382719,13.8144219085333
2021-12-05,0.000469038617998542,-0.00122362102611522,-0.00130731898586907,-0.00807902015875418,-0.0120796305792768,0.000281618433357477,1272361547770091,78141710971854.6,1726445345.38897,117118193.160445,31966.5995866183,117150159.760032,1350504985187291,0.999727131404241,0.000272868595758624,0.942137616466212,0.0578611051635753,0.00000127837021286489,-0.0080801117997018,0.000371097189481688,599422,-26040.5,-62431,-160659.214165988,-0.685339091768963,13.3037228048336,10.1674466983501,11.0418332434228,11.9870469427656
2021-12-12,-0.00746661054123524,-0.00438949508221961,-0.0020458294673469,0.00282945967949687,-0.0131961930279072,-0.0072858630846071,1222673103285828,77359146388950,1495017278.78804,113610438.584484,22001.4202973932,113632440.004781,1300033744692057,0.999806380816108,0.000193619183892094,0.940493358943884,0.0595054910726754,0.00000114998344073151,0.00282635680569833,-0.00728349904095073,595350.25,33943,1239.5,-1674592.00163564,0.0810075906564465,13.2969068464824,10.4324673868822,7.12326980313186,14.3310807096178
2021-12-19,0.0105226480677118,0.00469794997975568,0.0159050251273907,0.014379811699635,0.0290855606226523,0.0102484700920579,959713049407735,44595418652394.2,1615704418.06561,192648044.584463,42861.4496645494,192690906.034127,1004310083764548,0.999777563713064,0.000222436286935919,0.9555943576812,0.0444040335483171,0.00000160877048252798,0.014383082791822,0.0102640166374147,709091.5,202.75,-19451.5,-154935.656286599,0.372477684649878,13.4717412624487,5.31689375212097,9.87573087549108,11.9507716432547
2021-12-26,-0.00798979362873412,-0.0117646025439882,-0.0121404386907687,-0.0138545949974531,-0.0158893675947452,-0.00814892671542496,1172269032169685,36853279850841.2,982383791.544592,64254138.5983854,20698.8453350086,64274837.4437204,1209123294404318,0.999677963474382,0.000322036525617551,0.969519847640691,0.0304793398831979,0.000000812476110658814,-0.0138552502685508,-0.00810485068495624,697696.25,-74945.25,37853.5,631774.802889426,-0.27905898829178,13.4555405483974,11.2245264689235,10.5415051421554,13.3562898679295
2022-01-02,-0.0190485931194039,-0.0283121921823572,-0.018232741616624,-0.0185594356869961,-0.0277365740374805,-0.0195028524969718,1171319650322192,49588230976646.5,1339925302.01665,88807542.5793016,30270.8361992014,88837813.4155008,1220909221224141,0.99965925730232,0.000340742697680126,0.95938308103511,0.0406158214833753,0.00000109748151518848,-0.0185625627298746,-0.0194248409098565,591014,38812,-20329.5,1279486.02105962,-0.233651461181752,13.2895966767768,10.5665105210405,9.91987750051573,14.061969790771
2022-01-09,0.00485749052788928,0.0106174845564377,0.00630440128871939,0.0281906586539851,0.0145403810095734,0.00510048737379906,793227025296834,32039702856985,804189861.485781,347675685.242699,21616.9006425945,347697302.143341,825267532343680,0.99993782839122,0.0000621716087796468,0.961175611797238,0.0388234137431717,0.000000974459590336675,0.0281898099942636,0.00508111456917388,597387.5,40682,37670,-607655.057759894,0.218110431771145,13.3003229344952,10.6135655937561,10.5366458466571,13.317364306409
2022-01-16,-0.0298721714429142,-0.0465009221791502,-0.0386864978713982,-0.0473393816730244,-0.0556378230247757,-0.0305743793012579,1391204849333501,65829067430440,2154013664.14567,225055864.714626,44951.1294961592,225100815.844122,1457036070777606,0.999800306678909,0.000199693321090791,0.954818399650895,0.0451801219960929,0.0000014783530122189,-0.0473410388163378,-0.030623473460506,676231.5,4215,38023,1278591.35797718,0.373155006235861,13.4242922308043,8.3466420902212,10.5459728182938,14.0612703104294
2022-01-23,0.0121434139979538,0.0109663327472407,0.0049217996127814,0.0105284925274252,0.00664571876910268,0.0121000489736151,655754843694121,29014793191980.1,591546364.563706,56880609.2547324,12122.7415606836,56892731.996293,684770228432466,0.999786919328088,0.000213080671912072,0.95762756099259,0.0423715751463071,0.000000863861102603479,0.0105276651833839,0.0120935329728141,682390,-39505,-46693,-1265234.22825948,-0.231927851073789,13.433358086327,10.5842078380879,10.7513709557454,14.0507686140502
2022-01-30,0.0118655451369218,0.0212990835351879,0.0111738226602102,0.00402215369625783,0.00635025385002806,0.0122902382053474,814436824290897,39498203876694.8,1174403570.00647,86373151.2625588,19379.019695016,86392530.2822538,853936202571162,0.99977568639752,0.000224313602480477,0.953744345114618,0.0462542796028176,0.00000137528256381495,0.00402267592079026,0.0123018857083253,673249,3105.25,55875,2388193.20937732,0.101948318600368,13.4198720106738,8.04117148984494,10.9308902288474,14.6860480773977
2022-02-06,0.00274267717214637,-0.00468615468844508,0.029893742116835,-0.00268133880142931,0.0331145166834921,0.00247015168449483,766838084935131,32833038744305.4,2843277028.04195,87032812.4495335,48810.500472206,87081622.9500057,799673966956464,0.999439485636364,0.000560514363635925,0.958938413180679,0.0410580312740041,0.0000035555453166287,-0.00266127471027138,0.0024377604981267,608732.25,20059.25,-53489.5,-3162509.22786213,-0.297708194480982,13.3191354376,9.90649552405043,10.8872593470232,14.9668766461193
2022-02-13,-0.0073635316297917,-0.00772989563006506,0.0000208404370941408,-0.00320030174118023,-0.00501304728742051,-0.00739648240570506,551140320916452,27012921478286.2,2735269948.47091,92600442.7154876,26017.3164928592,92626460.0319805,578155977664687,0.999719115720455,0.000280884279544705,0.953272719141714,0.0467225498340396,0.00000473102424629308,-0.00320081091290698,-0.00738061415440858,640542.5,6655,-44080.5,350430.447523674,0.08171265090057,13.3700723137036,8.80327398250104,10.6937954722859,12.7669203815164
2022-02-20,-0.00366779639257351,0.000897142288714558,-0.0130018356508486,-0.0144215954391916,-0.022021522596089,-0.00345934097419994,683071297054611,32607558072174.2,2291741033.61871,68364624.2052202,26384.4388532401,68391008.6440734,715681146867819,0.999614211877024,0.000385788122976112,0.954435225860113,0.0455615719582404,0.0000032021816470205,-0.0144245274008242,-0.00345984049965025,696301,-40434.5,71388.5,765653.784691074,0.147736850281351,13.4535387532517,10.6074633909784,11.1759060786899,13.5484866744122
2022-02-27,0.00107522225528526,-0.00610144574493589,0.000745083020176776,-0.00299812764625471,0.00583170484103932,0.000780782926397592,668861094356631,21511497986538.7,1734647609.66571,41760107.3124692,18070.8996434907,41778178.2121127,690374326990779,0.999567456016111,0.000432543983888971,0.968838307287699,0.0311591800933612,0.00000251261893996947,-0.00299430835533358,0.000851602335082008,594977,7078.25,-19410.5,582031.35679434,-0.354394756599527,13.2962797090543,8.86492324887316,9.87362095292984,13.2742813210347
2022-03-06,-0.00181190191139741,-0.00491237250194964,0.00587401015052202,-0.0117382445982333,-0.01826190549105,-0.00189745324075111,568638567646459,16820860043394.2,2934229454.58062,27088852.2068954,9655.18310741094,27098507.3900029,585462361919308,0.999643700556328,0.000356299443672418,0.971264089090722,0.0287308990935827,0.0000050118156954811,-0.0117405689749802,-0.00190094269870248,591498,33071.25,-13647,-1475374.69900883,0.0634296551423578,13.2904152717821,10.4064498411576,9.52134826973146,14.2044232265151
2022-03-13,0.011585901962818,0.0192545034807719,0.00583372783898946,0.0100979516564274,0.0124302006500107,0.0118474930774058,829672984203601,34107236429563.3,1676759498.47277,77611436.196252,45908.9163998376,77657345.1126518,863781897392663,0.999408827119531,0.000591172880469206,0.960512123150508,0.0394859356656078,0.00000194118388395738,0.0100993304187829,0.0118886927029734,703541.5,1558.25,29209,-492562.472897564,0.431536971764933,13.4638835659364,7.35196021540623,10.2822663953818,13.1073786102699
2022-03-20,0.00761558721231373,0.00924273078743353,0.00231721246964187,0.013554876140116,0.00000000000000000184093103573049,0.00768721312397309,754309328873871,27900178866387,879757280.18467,82934097.445877,11349.6658974474,82945447.1117744,782210387497538,0.999863167102082,0.000136832897918471,0.964330493343449,0.0356683819498304,0.00000112470672116642,0.0135530213871329,0.00767361883172063,741356.25,-31099.75,26036.5,1222985.71747699,0.0680102453572737,13.5162379068548,10.3449872136322,10.1672930855692,14.0168065540028
2022-03-27,0.0043258002838538,0.0131009187726416,-0.00135353330057714,0.00316629523622762,0.0114346658618262,0.00469779387618018,1345638749335662,81205409570870.4,1339855772.16221,94795383.2698197,30923.5409234948,94826306.8107432,1426845498762305,0.999673892805029,0.000326107194970831,0.943086515325532,0.0569125456409336,0.000000939033534692054,0.00316899161137932,0.00482520928226685,660755,6358,2258.5,353838.564288067,-0.258122830640852,13.4011399130155,8.75762641126741,7.72289882885133,12.7765988811602
2022-04-03,-0.00995253592210903,-0.0078037561195562,-0.0110372530728102,0.00543819085095607,-0.00560296102078685,-0.00984716279373411,686686343365424,32319432145237.8,769927495.278916,75614394.9736668,11407.0947368325,75625802.0684036,719006545438157,0.999849163983391,0.000150836016608654,0.955048806888069,0.0449501222906707,0.00000107082126047925,0.00543652544758897,-0.00985594916874675,580219,35624.5,-51372.5,-1156161.54117376,-0.247393026225703,13.2711626209474,10.4808169525602,10.846877754292,13.960616924882
2022-04-10,-0.00809785697171874,-0.00902074292030266,0.00337527987187993,-0.000586274819810161,0.00560296102078684,-0.00814294342632537,680471437171199,26846387471827.7,1193838264.16296,83930563.7027244,8805.26626676554,83939368.9689912,707319018481291,0.99989509968475,0.000104900315250385,0.962043179090904,0.0379551330734335,0.00000168783566250811,-0.000585625567019323,-0.00813286586593932,652432,-13598.25,-7309.5,455490.064878948,0.198583419691194,13.3884637309145,9.51776992314466,8.89706694985749,13.0291313794172
2022-04-17,-0.00335299604462127,-0.00591453548997495,-0.0142319999735767,-0.00973922852526844,-0.0114346658618262,-0.00345228793426286,637237695358223,26786655036827.3,943031548.094637,46949456.5389232,8205.14318622292,46957661.6821094,664025293426599,0.999825265081516,0.000174734918484006,0.959658768523497,0.0403398113023662,0.00000142017413708485,-0.00973952477737324,-0.00345634351257042,675933.5,-24437.25,21337.5,2985166.00993009,0.0744109290023828,13.4238514568395,10.1039048067939,9.96826823185104,14.909166252969
2022-04-24,-0.00655858557121426,-0.0104854090955955,-0.026692498214385,-0.00729620140369353,-0.0260459453467049,-0.00671445468209393,901223856400449,36914696570476.5,968243399.422365,116920280.951776,16368.1123865067,116936649.064163,938139521214324,0.999860025812972,0.00013997418702776,0.960650133611158,0.0393488342999282,0.00000103208891377806,-0.00729882588385893,-0.00671312227938823,684282,11039.75,60813.5,-547843.122909379,0.140309275472146,13.4361268537268,9.30934825230623,11.0155835263629,13.2137460782217
2022-05-01,-0.00863812377076326,-0.00501030235350685,-0.00115906197016286,-0.0000279893879223178,-0.00732761621925828,-0.00849391536846131,865391931585668,35242656081120.9,728173661.266924,95187750.1792307,8054.79631529146,95195804.975546,900635315840450,0.999915387066506,0.0000846129334938718,0.960868307477046,0.0391308840118416,0.000000808511112611003,-0.0000286070307619277,-0.00849615786476435,601740.75,51617.25,-22482,-1933432.01306097,-0.167750224717722,13.3075836455389,10.8516305711094,10.020514747061,14.4748077439993
