"Currency","Month","Close","Adjusted","Volume","Return","ExcessReturn","Rate","MarketCap_proxy"
"ACT",2020-04-01,0.00522600021213293,0.00522600021213293,44918982,0.16999834398673,0.169860050335937,0.000138293650793651,234746.609460795
"ACT",2020-05-01,0.00582899991422892,0.00582899991422892,72093961,0.109199236658613,0.109076816023692,0.000122420634920635,420235.692485423
"ACT",2020-06-01,0.00672199996188283,0.00672199996188283,140539572,0.142540279283536,0.142385517378774,0.000154761904761905,944706.997627029
"ACT",2020-07-01,0.00860599987208843,0.00860599987208843,253342747,0.247073895920935,0.246941951476491,0.000131944444444444,2180267.64827653
"ACT",2020-08-01,0.0154670001938939,0.0154670001938939,317252174,0.586249115038637,0.586147130911653,0.000101984126984127,4906939.43677126
"ACT",2020-09-01,0.00918000005185604,0.00918000005185604,140700288,-0.521681524310771,-0.521788468755216,0.000106944444444444,1291628.65113616
"ACT",2020-10-01,0.00663999980315566,0.00663999980315566,152057940,-0.323915276438095,-0.324023808184126,0.000108531746031746,1009664.69166826
"ACT",2020-11-01,0.00738199986517429,0.00738199986517429,94121004,0.10593265250058,0.105826898532326,0.000105753968253968,694801.238838069
"ACT",2020-12-01,0.00542599987238646,0.00542599987238646,79125347,-0.307842395625848,-0.307938030546483,0.0000956349206349207,429334.122724534
"ACT",2021-01-01,0.00734699983149767,0.00734699983149767,95939586,0.303089852985449,0.302995408541005,0.0000944444444444444,704868.122175956
"ACT",2021-02-01,0.00956100039184093,0.00956100039184093,136481474,0.263400321383275,0.263362622970576,0.0000376984126984127,1304899.42639303
"ACT",2021-03-01,0.0196380000561476,0.0196380000561476,128200213,0.719774102519663,0.719743943789504,0.0000301587301587302,2517595.79009213
"ACT",2021-04-01,0.0220950003713369,0.0220950003713369,192540389,0.117884887782851,0.11786504651301,0.0000198412698412698,4254179.96645235
"ACT",2021-05-01,0.0113519998267293,0.0113519998267293,192574423,-0.66595743079479,-0.665966954604314,0.00000952380952380953,2186104.8165285
"ACT",2021-06-01,0.00791299995034933,0.00791299995034933,65223031,-0.360886954241804,-0.360920287575137,0.0000333333333333333,516109.841064633
"ACT",2021-07-01,0.00874799955636263,0.00874799955636263,37098839,0.100318081749028,0.100256176987124,0.0000619047619047619,324540.627113569
"ACT",2021-08-01,0.0125040002167225,0.0125040002167225,110177949,0.357223558349914,0.35717276469912,0.0000507936507936508,1377665.09817404
"ACT",2021-09-01,0.00764600001275539,0.00764600001275539,79555565,-0.491865973508965,-0.491929862397854,0.0000638888888888889,608281.851004762
"ACT",2021-10-01,0.0080979997292161,0.0080979997292161,48423997,0.0574344472291371,0.0573691694513593,0.0000652777777777778,392137.514593561
"ACT",2021-11-01,0.00839599967002869,0.00839599967002869,51139943,0.0361382784857712,0.0360497864222792,0.0000884920634920635,429370.944553286
"ACT",2021-12-01,0.00549300014972687,0.00549300014972687,34208598,-0.42428078103913,-0.424326812785162,0.0000460317460317461,187907.833935946
"ACT",2022-01-01,0.00439700018614531,0.00439700018614531,25694087,-0.222552049084953,-0.222611572894477,0.0000595238095238095,112976.905321834
"ACT",2022-02-01,0.00802099984139204,0.00802099984139204,43755598,0.601140550077411,0.601100470712331,0.0000400793650793651,350963.644618014
"ACT",2022-03-01,0.00663299998268485,0.00663299998268485,23034528,-0.190005894677736,-0.190223751820593,0.000217857142857143,152788.023825154
"ACT",2022-04-01,0.00510900001972914,0.00510900001972914,11120420,-0.261053493722659,-0.26142075562742,0.000367261904761905,56814.2259993963
"ACT",2022-05-01,0.00306600006297231,0.00306600006297231,5520033,-0.510629893221769,-0.511352909094785,0.000723015873015873,16924.4215256092
"ACT",2022-06-01,0.00236700009554625,0.00236700009554625,5175180,-0.258750430090721,-0.260017691995483,0.0012672619047619,12249.651554469
"ACT",2022-07-01,0.00211100000888109,0.00211100000888109,9360966,-0.114461597824579,-0.116711597824579,0.00225,19760.9993091356
"ACT",2022-08-01,0.00193899997975677,0.00193899997975677,8213812,-0.0849894072527588,-0.0877858358241873,0.00279642857142857,15926.5813017259
"ACT",2022-09-01,0.00243899994529784,0.00243899994529784,2945222,0.229415730985195,0.226314342096306,0.00310138888888889,7183.39629688999
"ACT",2022-10-01,0.00208000000566244,0.00208000000566244,3100629,-0.15922020037012,-0.163280914655834,0.00406071428571428,6449.30833755713
"ACT",2022-11-01,0.00132200005464256,0.00132200005464256,4621537,-0.453222113672807,-0.457835804148998,0.00461369047619048,6109.67216653261
"ACT",2022-12-01,0.00131700001657009,0.00131700001657009,3469718,-0.00378934741990931,-0.0085812124992744,0.00479186507936508,4569.61866349354
"ACT",2023-01-01,0.00129100005142391,0.00129100005142391,5241543,-0.0199392836457138,-0.0254799582488884,0.0055406746031746,6766.83228254064
"ACT",2023-02-01,0.00130700005684048,0.00130700005684048,5714452,0.0123173264342344,0.00715998516439312,0.00515734126984127,7468.7890888122
"ACT",2023-03-01,0.00136999995447695,0.00136999995447695,6044466,0.0470762284801721,0.0415337681627118,0.00554246031746032,8280.91814483747
"ACT",2023-04-01,0.00127799995243549,0.00127799995243549,5558681,-0.0695143878741133,-0.0745151815249069,0.00500079365079365,7103.99405360406
"ACT",2023-05-01,0.00120900000911206,0.00120900000911206,5575483,-0.0555027395679031,-0.0623501602028237,0.00684742063492064,6740.75899780414
"ACT",2023-06-01,0.00124799995683134,0.00124799995683134,6171663,0.0317486561874509,0.0255528228541175,0.00619583333333333,7702.23515757758
"ACT",2023-07-01,0.00126699998509139,0.00126699998509139,5138098,0.0151096542151801,0.00849556691359277,0.0066140873015873,6509.9700893981
"ACT",2023-08-01,0.00117299996782094,0.00117299996782094,5349097,-0.0770873473339337,-0.0838992520958385,0.00681190476190476,6274.49060887109
"ACT",2023-09-01,0.00120699999388307,0.00120699999388307,5088628,0.0285733948093059,0.0219972043331154,0.00657619047619048,6141.97396487322
"ACT",2023-10-01,0.00124699994921684,0.00124699994921684,5373775,0.0326026889261175,0.0257445540054826,0.00685813492063492,6701.09715210272
"ACT",2023-11-01,0.00132000003941357,0.00132000003941357,5646018,0.0568911404834118,0.0503048309596023,0.00658630952380953,7452.74398252973
"ACT",2023-12-01,0.0011409999569878,0.0011409999569878,6109271,-0.145726733274039,-0.152546772956579,0.00682003968253968,6970.67794822681
"ACT",2024-01-01,0.00106499996036291,0.00106499996036291,6014209,-0.0689302712395429,-0.0757453506046223,0.00681507936507937,6405.13234661426
"ACT",2024-02-01,0.00153300003148615,0.00153300003148615,7321313,0.364251858485125,0.357934199754966,0.00631765873015873,11223.57305952
"ACT",2024-03-01,0.00178399996366352,0.00178399996366352,9339836,0.151631393361247,0.144852028281882,0.00677936507936508,16662.2670846232
"ACT",2024-04-01,0.00151800003368407,0.00151800003368407,9539019,-0.161464312626627,-0.167991296753612,0.00652698412698413,14480.231163313
"ACT",2024-05-01,0.000801999995019287,0.000801999995019287,5935104,-0.638040378489195,-0.644816172139989,0.00677579365079365,4759.95337843895
"ACT",2024-06-01,0.000518999993801117,0.000518999993801117,852256,-0.435204730434159,-0.44170076218019,0.00649603174603175,442.320858716965
"ACT",2024-07-01,0.000289999996311963,0.000289999996311963,26937,-0.58202296095884,-0.588766413339793,0.00674345238095238,7.81172990065535
"ACT",2024-08-01,0.00131099997088313,0.00131099997088313,134,1.50866455129088,1.50189351954485,0.00677103174603175,0.175673996098339
"ACT",2024-09-01,0.00107400002889335,0.00107400002889335,182,-0.199400159582665,-0.20544956434457,0.00604940476190476,0.19546800525859
"ACT",2024-10-01,0.000831999990623444,0.000831999990623444,68,-0.255312872420061,-0.261375570832759,0.00606269841269841,0.0565759993623942
"ACT",2024-11-01,0.00342900003306568,0.00342900003306568,4995,1.41619153255456,1.41057526271329,0.00561626984126984,17.1278551651631
"ACT",2024-12-01,0.00221999990753829,0.00221999990753829,3064,-0.434761528888966,-0.440292679682617,0.0055311507936508,6.80207971669732
"ADA",2018-01-01,0.519315004348755,0.519315004348755,16941432144,-0.33869247980107,-0.340232955991547,0.00154047619047619,8797939907.5355
"ADA",2018-02-01,0.31258100271225,0.31258100271225,12792129936,-0.50764699957779,-0.509173983704775,0.00152698412698413,3998576802.22027
"ADA",2018-03-01,0.155919000506401,0.155919000506401,4703829784,-0.695526999385713,-0.697535729544444,0.00200873015873016,733416438.47352
"ADA",2018-04-01,0.343317985534668,0.343317985534668,7320876484,0.789320444349006,0.787348023714085,0.00197242063492063,2513388566.835
"ADA",2018-05-01,0.225214004516602,0.225214004516602,4809903016,-0.421606007879522,-0.423699063435077,0.00209305555555556,1083257519.56984
"ADA",2018-06-01,0.137670993804932,0.137670993804932,2424286712,-0.492184345554629,-0.49432799634828,0.00214365079365079,333753960.909131
"ADA",2018-07-01,0.143297001719475,0.143297001719475,3252586700,0.0400526757171432,0.0377352153996829,0.00231746031746032,466085921.942641
"ADA",2018-08-01,0.102196000516415,0.102196000516415,1976704700,-0.338026868399587,-0.340410995383714,0.00238412698412698,202011314.542
"ADA",2018-09-01,0.0851949974894524,0.0851949974894524,2231358800,-0.181949825914638,-0.1843670878194,0.0024172619047619,190100607.364068
"ADA",2018-10-01,0.0697050020098686,0.0697050020098686,907604000,-0.200670637159977,-0.203339684779025,0.00266904761904762,63264538.6441648
"ADA",2018-11-01,0.0389159992337227,0.0389159992337227,960158511,-0.582866622616339,-0.585525551187768,0.00265892857142857,37365527.8783283
"ADA",2018-12-01,0.0410629995167255,0.0410629995167255,902023730,0.0537020035390837,0.0507928765549568,0.00290912698412698,37039799.9890649
"ADA",2019-01-01,0.0383739992976189,0.0383739992976189,865566271,-0.0677273323293787,-0.0706781259801723,0.00295079365079365,33215239.4753966
"ADA",2019-02-01,0.0431229993700981,0.0431229993700981,571352412,0.116676354225054,0.113981314542514,0.00269503968253968,24638429.70278
"ADA",2019-03-01,0.0697460025548935,0.0697460025548935,1661006752,0.480803625160787,0.47778457754174,0.00301904761904762,115848581.168687
"ADA",2019-04-01,0.0703459978103638,0.0703459978103638,3134322049,0.00856578423472376,0.00567848264742207,0.00288730158730159,220487011.995929
"ADA",2019-05-01,0.0894410014152527,0.0894410014152527,3833326637,0.240153313594477,0.237205694546858,0.00294761904761905,342856573.165043
"ADA",2019-06-01,0.0820979997515678,0.0820979997515678,5382517625,-0.0856655532476977,-0.0883195215016659,0.00265396825396825,441893930.640059
"ADA",2019-07-01,0.0601520016789436,0.0601520016789436,2882192253,-0.311038932612274,-0.313695480231322,0.00265654761904762,173369633.241494
"ADA",2019-08-01,0.044989999383688,0.044989999383688,1604194409,-0.290434490833195,-0.29298012575383,0.00254563492063492,72172705.4722257
"ADA",2019-09-01,0.0388850010931492,0.0388850010931492,1997271767,-0.145831628894945,-0.148199882863199,0.00236825396825397,77663914.843111
"ADA",2019-10-01,0.0416360013186932,0.0416360013186932,1711709811,0.0683566090659008,0.0662276408119326,0.00212896825396825,71268751.9480161
"ADA",2019-11-01,0.0404249988496304,0.0404249988496304,2066915883,-0.0295168323188841,-0.0314027450172968,0.0018859126984127,83555072.1925578
"ADA",2019-12-01,0.032845001667738,0.032845001667738,1113717135,-0.207648799885841,-0.209560307822349,0.00191150793650794,36580041.1564634
"ADA",2020-01-01,0.0537929981946945,0.0537929981946945,2395824095,0.493343736497661,0.491459807926233,0.00188392857142857,128878561.217141
"ADA",2020-02-01,0.0475409999489784,0.0475409999489784,4811864912,-0.123550818062537,-0.12536292123714,0.00181210317460317,228760869.535883
"ADA",2020-03-01,0.0305530000478029,0.0305530000478029,3151735350,-0.442129613521979,-0.442603423045788,0.000473809523809524,96294970.2992121
"ADA",2020-04-01,0.0478460006415844,0.0478460006415844,3294150157,0.448524651214164,0.448386357563371,0.000138293650793651,157611910.525297
"ADA",2020-05-01,0.074352003633976,0.074352003633976,6605129771,0.440823087970164,0.440700667335243,0.000122420634920635,491104632.736275
"ADA",2020-06-01,0.0831160023808479,0.0831160023808479,8447642212,0.111426629864597,0.111271867959835,0.000154761904761905,702134250.205143
"ADA",2020-07-01,0.138797998428345,0.138797998428345,12815245743,0.512782376341148,0.512650431896704,0.000131944444444444,1778730458.49577
"ADA",2020-08-01,0.122688002884388,0.122688002884388,11213878959,-0.123375056490539,-0.123477040617523,0.000101984126984127,1375808414.06697
"ADA",2020-09-01,0.101061999797821,0.101061999797821,19217118369,-0.193910383042098,-0.194017327486543,0.000106944444444444,1942120412.72258
"ADA",2020-10-01,0.0930560007691383,0.0930560007691383,23297753518,-0.0825327171546973,-0.082641248900729,0.000108531746031746,2167995769.2902
"ADA",2020-11-01,0.171307995915413,0.171307995915413,33187119844,0.610261611352666,0.610155857384412,0.000105753968253968,5685218990.68027
"ADA",2020-12-01,0.181397005915642,0.181397005915642,36178893705,0.0572249500293777,0.0571293151087428,0.0000956349206349207,6562742995.42727
"ADA",2021-01-01,0.344897985458374,0.344897985458374,104668145607,0.642560646863249,0.642466202418805,0.0000944444444444444,36099832561.5181
"ADA",2021-02-01,1.30805897712708,1.30805897712708,242699671996,1.33305094156572,1.33301324315302,0.0000376984126984127,317465484700.166
"ADA",2021-03-01,1.19326400756836,1.19326400756836,167521776104,-0.0918519257246943,-0.091882084454853,0.0000301587301587302,199897705908.829
"ADA",2021-04-01,1.35244905948639,1.35244905948639,126250958948,0.125224651222987,0.125204809953145,0.0000198412698412698,170747990688.477
"ADA",2021-05-01,1.74277794361115,1.74277794361115,225790700991,0.253563292397552,0.253553768588028,0.00000952380952380953,393503053559.615
"ADA",2021-06-01,1.38347196578979,1.38347196578979,92189659135,-0.230884102674277,-0.23091743600761,0.0000333333333333333,127541808948.989
"ADA",2021-07-01,1.32234501838684,1.32234501838684,49070969540,-0.0451895672688831,-0.0452514720307878,0.0000619047619047619,64888752118.6314
"ADA",2021-08-01,2.77247500419617,2.77247500419617,157094718355,0.740333735064803,0.740282941414009,0.0000507936507936508,435541179930.475
"ADA",2021-09-01,2.11445188522339,2.11445188522339,152163558180,-0.270944801593893,-0.271008690482782,0.0000638888888888889,321742522456
"ADA",2021-10-01,1.96502602100372,1.96502602100372,85909279864,-0.0732901355141692,-0.073355413291947,0.0000652777777777778,168813970378.451
"ADA",2021-11-01,1.55490303039551,1.55490303039551,79882611746,-0.234092303662156,-0.234180795725648,0.0000884920634920635,124209715079.763
"ADA",2021-12-01,1.31020903587341,1.31020903587341,55621974811,-0.171226489960232,-0.171272521706263,0.0000460317460317461,72876413990.4954
"ADA",2022-01-01,1.05230295658112,1.05230295658112,59144644694,-0.219205639454456,-0.21926516326398,0.0000595238095238095,62238084477.436
"ADA",2022-02-01,0.959828019142151,0.959828019142151,41803253326,-0.0919822116936546,-0.092022291058734,0.0000400793650793651,40123933833.5921
"ADA",2022-03-01,1.14185094833374,1.14185094833374,41482902313,0.173651741914914,0.173433884772057,0.000217857142857143,47367291345.735
"ADA",2022-04-01,0.756659984588623,0.756659984588623,29127094993,-0.411491872772978,-0.41185913467774,0.000367261904761905,22039307248.5147
"ADA",2022-05-01,0.625253975391388,0.625253975391388,38224922384,-0.190756063007696,-0.191479078880712,0.000723015873015873,23900284679.6233
"ADA",2022-06-01,0.458849012851715,0.458849012851715,34841447479,-0.309436719910711,-0.310703981815473,0.0012672619047619,15986963782.064
"ADA",2022-07-01,0.517019987106323,0.517019987106323,27857760810,0.119360325631488,0.117110325631488,0.00225,14403019134.7972
"ADA",2022-08-01,0.446664988994598,0.446664988994598,22116550071,-0.146272685253731,-0.14906911382516,0.00279642857142857,9878688594.06169
"ADA",2022-09-01,0.434413999319077,0.434413999319077,21828874969,-0.0278108533936406,-0.0309122422825294,0.00310138888888889,9482768875.91938
"ADA",2022-10-01,0.406336009502411,0.406336009502411,16115138828,-0.0668175679603247,-0.070878282246039,0.00406071428571428,6548161203.94688
"ADA",2022-11-01,0.318883001804352,0.318883001804352,14410448708,-0.242356156927255,-0.246969847403446,0.00461369047619048,4595247141.35469
"ADA",2022-12-01,0.246465995907784,0.246465995907784,6042560515,-0.257600233674999,-0.262392098754364,0.00479186507936508,1489285695.16253
"ADA",2023-01-01,0.390926003456116,0.390926003456116,12124133561,0.461294256271245,0.455753581668071,0.0055406746031746,4739639078.3699
"ADA",2023-02-01,0.352454006671906,0.352454006671906,10145100889,-0.103598156389692,-0.108755497659534,0.00515734126984127,3575681456.41877
"ADA",2023-03-01,0.398923009634018,0.398923009634018,12065442907,0.123848303747399,0.118305843429938,0.00554246031746032,4813182797.02785
"ADA",2023-04-01,0.397354006767273,0.397354006767273,10938616032,-0.00394085190208688,-0.00894164555288052,0.00500079365079365,4346502908.80393
"ADA",2023-05-01,0.37440299987793,0.37440299987793,5991689968,-0.0594948309923862,-0.0663422516273069,0.00684742063492064,2243306698.3577
"ADA",2023-06-01,0.286956012248993,0.286956012248993,9048009355,-0.266003820477951,-0.272199653811284,0.00619583333333333,2596380683.30238
"ADA",2023-07-01,0.307487994432449,0.307487994432449,8553875549,0.069107107400436,0.0624930200988487,0.0066140873015873,2630214037.18677
"ADA",2023-08-01,0.255373001098633,0.255373001098633,6405804890,-0.185710818199269,-0.192522722961174,0.00681190476190476,1635869619.2116
"ADA",2023-09-01,0.254047006368637,0.254047006368637,3458695073,-0.00520591144934641,-0.0117821019255369,0.00657619047619048,878671129.237604
"ADA",2023-10-01,0.293107002973557,0.293107002973557,4966422353,0.143018425870851,0.136160290950216,0.00685813492063492,1455693171.38871
"ADA",2023-11-01,0.375894993543625,0.375894993543625,11376278045,0.248772091685183,0.242185782161374,0.00658630952380953,4276285962.27576
"ADA",2023-12-01,0.594205021858215,0.594205021858215,26535656638,0.457914582558232,0.451094542875692,0.00682003968253968,15767620432.6049
"ADA",2024-01-01,0.498255997896194,0.498255997896194,15565626301,-0.176110417508368,-0.182925496873448,0.00681507936507937,7755666665.484
"ADA",2024-02-01,0.655646026134491,0.655646026134491,16348134748,0.274507052057937,0.268189393327778,0.00631765873015873,10718589582.2374
"ADA",2024-03-01,0.650426983833313,0.650426983833313,27757085057,-0.00799200357191697,-0.014771368651282,0.00677936507936508,18053957113.6292
"ADA",2024-04-01,0.440811991691589,0.440811991691589,15303146277,-0.389010583580914,-0.395537567707899,0.00652698412698413,6745810389.5121
"ADA",2024-05-01,0.447461009025574,0.447461009025574,10877597477,0.0149709413990245,0.00819514774823081,0.00677579365079365,4867300742.83246
"ADA",2024-06-01,0.392192006111145,0.392192006111145,10040027904,-0.131837871869719,-0.138333903615751,0.00649603174603175,3937618685.08163
"ADA",2024-07-01,0.388772994279861,0.388772994279861,11259722322,-0.00875592036283655,-0.0154993727437889,0.00674345238095238,4377475961.88373
"ADA",2024-08-01,0.345351994037628,0.345351994037628,9415658945,-0.118431441537267,-0.125202473283299,0.00677103174603175,3251716591.83398
"ADA",2024-09-01,0.37321400642395,0.37321400642395,7325675832,0.077587829399849,0.0715384246379443,0.00604940476190476,2734044827.02382
"ADA",2024-10-01,0.341845005750656,0.341845005750656,8029875688,-0.0877945641025699,-0.0938572625152683,0.00606269841269841,2744972900.74141
"ADA",2024-11-01,1.07894194126129,1.07894194126129,73045244756,1.14937872111974,1.14376245127847,0.00561626984126984,78811578176.9447
"ADA",2024-12-01,0.843765020370483,0.843765020370483,62963152425,-0.245862111948037,-0.251393262741687,0.0055311507936508,53126105588.47
"ADX",2018-01-01,1.67495000362396,1.67495000362396,535747810,-0.618453462286693,-0.619993938477169,0.00154047619047619,897350796.301029
"ADX",2018-02-01,1.27137994766235,1.27137994766235,475473400,-0.275680432708993,-0.277207416835978,0.00152698412698413,604507346.40684
"ADX",2018-03-01,0.624710977077484,0.624710977077484,301539150,-0.710569056418424,-0.712577786577154,0.00200873015873016,188374817.023614
"ADX",2018-04-01,1.05721998214722,1.05721998214722,363599850,0.526108977457429,0.524136556822508,0.00197242063492063,384405026.925732
"ADX",2018-05-01,0.619231998920441,0.619231998920441,118935910,-0.534918084777637,-0.537011140333193,0.00209305555555556,73648921.2927217
"ADX",2018-06-01,0.393041998147964,0.393041998147964,41929777,-0.454563527107357,-0.456707177901007,0.00214365079365079,16480163.3339785
"ADX",2018-07-01,0.33840200304985,0.33840200304985,167002751,-0.149681924783403,-0.151999385100863,0.00231746031746032,56514065.4532353
"ADX",2018-08-01,0.210183992981911,0.210183992981911,46873884,-0.476251242719953,-0.47863536970408,0.00238412698412698,9852140.10569091
"ADX",2018-09-01,0.203751996159554,0.203751996159554,39972847,-0.031079754997555,-0.0334970169023169,0.0024172619047619,8144547.36843044
"ADX",2018-10-01,0.224134996533394,0.224134996533394,58496239,0.0953449842469891,0.0926759366279415,0.00266904761904762,13111054.3254816
"ADX",2018-11-01,0.095379002392292,0.095379002392292,17080552,-0.854390079903278,-0.857049008474706,0.00265892857142857,1629126.01006967
"ADX",2018-12-01,0.0963760018348694,0.0963760018348694,60619970,0.0103987734844089,0.00748964650028195,0.00290912698412698,5842310.33994973
"ADX",2019-01-01,0.0881970003247261,0.0881970003247261,26035784,-0.0886842744925515,-0.0916350681433452,0.00295079365079365,2296278.0499025
"ADX",2019-02-01,0.130832999944687,0.130832999944687,60808956,0.394348747846977,0.391653708164437,0.00269503968253968,7955818.13698447
"ADX",2019-03-01,0.163398995995522,0.163398995995522,82687434,0.222273337591144,0.219254289972097,0.00301904761904762,13511043.697046
"ADX",2019-04-01,0.139924004673958,0.139924004673958,35800760,-0.155095586479068,-0.157982888066369,0.00288730158730159,5009385.70957125
"ADX",2019-05-01,0.17611600458622,0.17611600458622,28856622,0.230043443413415,0.227095824365796,0.00294761904761905,5082112.97249482
"ADX",2019-06-01,0.131571993231773,0.131571993231773,36961115,-0.291588716028483,-0.294242684282452,0.00265396825396825,4863047.57261878
"ADX",2019-07-01,0.115424998104572,0.115424998104572,30431299,-0.130933226882883,-0.13358977450193,0.00265654761904762,3512532.62939466
"ADX",2019-08-01,0.0887140035629272,0.0887140035629272,11990882,-0.263203199548745,-0.26574883446938,0.00254563492063492,1063759.14847064
"ADX",2019-09-01,0.0640039965510368,0.0640039965510368,9975742,-0.326472224903067,-0.328840478871321,0.00236825396825397,638487.356562033
"ADX",2019-10-01,0.0813950002193451,0.0813950002193451,26446470,0.240368321235352,0.238239352981383,0.00212896825396825,2152610.4314509
"ADX",2019-11-01,0.0861980020999908,0.0861980020999908,17805580,0.0573331511514428,0.0554472384530301,0.0018859126984127,1534805.42223155
"ADX",2019-12-01,0.0723889991641045,0.0723889991641045,14862575,-0.174592657307092,-0.1765041652436,0.00191150793650794,1075886.92925144
"ADX",2020-01-01,0.0912040024995804,0.0912040024995804,9253428,0.231044440574433,0.229160512003004,0.00188392857142857,843949.670441687
"ADX",2020-02-01,0.0993800014257431,0.0993800014257431,21222245,0.085852117346473,0.08404001417187,0.00181210317460317,2109066.73835747
"ADX",2020-03-01,0.0559559985995293,0.0559559985995293,11463385,-0.57438525793444,-0.57485906745825,0.000473809523809524,641445.155005865
"ADX",2020-04-01,0.0740640014410019,0.0740640014410019,11424752,0.280363961158972,0.280225667508179,0.000138293650793651,846162.848591089
"ADX",2020-05-01,0.0923620015382767,0.0923620015382767,18894978,0.220786051557463,0.220663630922542,0.000122420634920635,1745177.9871017
"ADX",2020-06-01,0.0964720025658607,0.0964720025658607,21773595,0.0435371820956891,0.0433824201909272,0.000154761904761905,2100542.31270801
"ADX",2020-07-01,0.207850992679596,0.207850992679596,182945734,0.76756860423125,0.767436659786806,0.000131944444444444,38025452.4183973
"ADX",2020-08-01,0.212148994207382,0.212148994207382,110104546,0.020467389057252,0.0203654049302678,0.000101984126984127,23358568.6915604
"ADX",2020-09-01,0.195748001337051,0.195748001337051,136710887,-0.0804607061512171,-0.0805676505956615,0.000106944444444444,26760882.8912654
"ADX",2020-10-01,0.216433003544807,0.216433003544807,67417943,0.100452922567804,0.100344390821772,0.000108531746031746,14591467.8963026
"ADX",2020-11-01,0.286258012056351,0.286258012056351,60683103,0.279612497089927,0.279506743121673,0.000105753968253968,17371024.4301908
"ADX",2020-12-01,0.364252001047134,0.364252001047134,146995184,0.240952394476123,0.240856759555488,0.0000956349206349207,53543289.9162917
"ADX",2021-01-01,0.411888003349304,0.411888003349304,111771212,0.122905537195086,0.122811092750641,0.0000944444444444444,46037221.3426118
