"week","UniqueAddresses","Transactions","Payments","TransactionVolumeUSD","PC_network"
2009-09-27,58,-36.3333333333333,0,-683.333333333333,-0.0058951251750637
2009-10-04,69,2.66666666666666,0,183.333333333333,-0.00542634580912665
2009-10-11,84.6666666666667,-5.33333333333333,0,-100,-0.00545599666617064
2009-10-18,81,2,0,4000,-0.00540829312222418
2009-10-25,46,-24,0,-4816.66666666667,-0.00595485746351555
2009-11-01,70,21,0,416.666666666667,-0.00525204997935058
2009-11-08,76.3333333333333,23,0,30816.6666666667,-0.00442151872065123
2009-11-15,88.3333333333333,-10,0,-15116.6666666667,-0.00587436693740546
2009-11-22,71,-3,0,-12116.6666666667,-0.0059673037307557
2009-11-29,106,30,0,-2933.33333333333,-0.00524681150282615
2009-12-06,112,12,0,2327.5,-0.0052243855407956
2009-12-13,199,87,0,2347.25,-0.00426305735456316
2009-12-20,161,-38,0,-1274.75,-0.00623566450615214
2009-12-27,161,-0.5,0,-1150,-0.0055482355023061
2010-01-03,153,-7.5,0,2475,-0.00551511147640423
2010-01-10,126,-27,0,-1897.5,-0.00592990702900101
2010-01-17,156.5,30.5,0,-27.5,-0.00496511138680181
2010-01-24,185.5,29.5,0,5300,-0.00491676055371763
2010-01-31,228,41,0,374.5,-0.00474732982227208
2010-02-07,235,8,0,175.49,-0.0053956824455759
2010-02-14,237.5,3.5,0,-3049.98,-0.00560024757732332
2010-02-21,178.5,-60,0,-649.01,-0.00631366763867952
2010-02-28,173,-5.5,0,8074,-0.00519694652385469
2010-03-07,154,-19,0,-8749,-0.00607984358364548
2010-03-14,163,10.5,0,5620,-0.0050493618870627
2010-03-21,201,40,0,-2496,-0.00507827824998256
2010-03-28,159,-43.5,0,462.1,-0.00623370741416789
2010-04-04,295,137,0,13275.15,-0.00319978042259025
2010-04-11,1790,1489,0,-2224.57,0.0207063183512868
2010-04-18,199,-1582,0,-2479.62,-0.0265828626032739
2010-04-25,170,-35,0,-6797.29,-0.00640751149760713
2010-05-02,172.333333333333,12,0,6919.49666666667,-0.00514528473244727
2010-05-09,157.666666666667,-40,0,1205.67333333333,-0.0057622306611463
2010-05-16,225.666666666667,103.666666666667,0,32566.59,-0.00392582538432812
2010-05-23,233,0,0,-36489.0066666667,-0.00655485925816823
2010-05-30,190.333333333333,-55.6666666666667,0,5260.81,-0.00586877301326874
2010-06-06,230.333333333333,42,0,-4470.55333333333,-0.00520078923731862
2010-06-13,205.333333333333,-2.66666666666666,0,47144.01,-0.00444527627922822
2010-06-20,199,-1.33333333333334,0,-35264.1233333333,-0.00659421123952334
2010-06-27,223.666666666667,58,0,14980.93,-0.00460753972007473
2010-07-04,1271.33333333333,22,0,-24017.5966666667,-0.000845063063621002
2010-07-11,1132,487,0,11175.88,-0.00354414283917858
2010-07-18,1202.5,-384,0,15562.105,-0.00770464942995407
2010-07-25,431,-116,0,3552.315,-0.0110112011975573
2010-08-01,422,120,0,-25930.29,-0.00575323758825327
2010-08-08,440,7.5,0,4319.73,-0.00517552539298054
2010-08-15,411.5,0.5,0,7276.605,-0.00537306083733839
2010-08-22,373.5,-84,0,-14509.99499955,-0.00686673903517765
2010-08-29,373,6.5,0,15037.98999955,-0.00469707397462485
2010-09-05,330,34.5,0,-19837.93,-0.00627153845676
2010-09-12,436.5,-19,0,36753.995,-0.00295903574542413
2010-09-19,709,171,0,36587.995,-0.00123733886852728
2010-09-26,672,144,0,-25577.0118789201,-0.00574666835423687
2010-10-03,484,-335,0,127580.52187892,-0.00425030643748154
2010-10-10,499,-13,0,-71042.145,-0.00903354355417493
2010-10-17,607,189,0,55352.553883075,-0.00144212220198933
2010-10-24,542,-79.5,0,-80649.028883075,-0.0107977167685919
2010-10-31,447,-9,0,40210.07,-0.0046585844455976
2010-11-07,457.5,-142.5,0,-78980.14,-0.010669018039378
2010-11-14,443.5,9445,0,-2504.3144560597,0.0601081572326974
2010-11-21,955,-7536,0,42855.2944560597,-0.0690869098647115
2010-11-28,537,-1732.5,0,-22149.4280249,-0.0210158871366061
2010-12-05,826.5,-89.5,0,-27712.576109255,-0.005293968627389
2010-12-12,913,126,0,43290.929420795,-0.00246597251041514
2010-12-19,711,122.5,0,-24428.8178059899,-0.00726764915050959
2010-12-26,785.666666666667,149.833333333333,0,-3510.17832807,-0.00412133098434257
2011-01-02,957,248.666666666667,0,-14298.5262440501,-0.00368433631119337
2011-01-09,1106,-58,0,38064.3314317433,-0.00420139586451469
2011-01-16,1703,64.3333333333333,0,-20805.9200089066,-0.00277222498509687
2011-01-23,2318.33333333333,-1.33333333333326,0,8410.94762471337,-0.00217365538860975
2011-01-30,1023,-71,0,22688.47607484,-0.0117127697619244
2011-02-06,3417.66666666667,958,0,70493.7270111467,0.0107042722582204
2011-02-13,2313,77.3333333333333,0,36489.9592404,-0.00951824351689228
2011-02-20,2769,-74.8333333333333,0,-26552.2437767267,-0.00442613338178841
2011-02-27,2802,67.5,0,1141720.18743636,0.0522327339004325
